SD;MO;SC;SF;FC;Longname(german);Longname(english)
SD_CmbDrv;MO_MixIgn;SC_IgnCtrl;SF_IgnCtrlSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_CmbDrv;MO_MixIgn;SC_IgnCtrl;SF_IgnCtrlSwDsgn;ZWZYL2SV;Bereitstellung von zwzyl1 (Zündwinkel von Zylinder 1) für Testerschnittstelle;supply of zwzyl1 (ignition angle of cylinder 1) for tester interface
SD_CmbDrv;MO_Cmb;SC_CmbEvlnMngt;SF_CmbEvlnMngtSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_CmbDrv;MO_Cmb;SC_CmbEvlnMngt;SF_CmbEvlnMngtSwDsgn;CmbEst_Axispoints;Stützstellendefinitionen für das Paket CmbEst;Coordinate definitions for the CmbEst package
SD_CmbDrv;MO_Cmb;SC_CmbEvlnMngt;SF_CmbEvlnMngtSwDsgn;CmbEst_GlbDef;Globale Systemkonstanten für das Paket CmbEst;Global system constant for the CmbEst package
SD_CmbDrv;MO_Cmb;SC_CmbEvlnMngt;SF_CmbEvlnMngtSwDsgn;CoEng_Conf;Konfiguration von CoEng;Configuration of CoEng
SD_CmbDrv;MO_Cmb;SC_CmbChmb;SF_CmbChmbPSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_CmbDrv;MO_Cmb;SC_CmprnRat;SF_CmprnRatSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_CmbDrv;MO_Egt;SC_EgSigDetn;SF_EgSigDetnSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_CmbDrv;MO_Egt;SC_EgSigDetn;SF_EgSigDetnSwDsgn;ExhMod_Axispoints;Stützstellen Abgasmodell;Exhaust Determination Model Axispoints
SD_CmbDrv;MO_Egt;SC_EgSigDetn;SF_EgSigDetnSwDsgn;ExhMod_AxispointsCust;Stützstellen Abgasmodell Kunde;Exhaust Determination Model Axispoints Customer
SD_CmbDrv;MO_Egt;SC_EgSigDetn;SF_EgSigDetnSwDsgn;ExhMod_Co;Koordinator Abgastemperaturmodell;Interface coordinator exhaust model
SD_CmbDrv;MO_Egt;SC_EgSigDetn;SF_EgSigDetnSwDsgn;ExhMod_GlbDef;Globale ExhMod Definitionen;Global ExhMod definitions
SD_CmbDrv;MO_Egt;SC_EgSigDetn;SF_EgSigDetnSwDsgn;ExhMod_GlbDefCust;Customer specific ExhMod global definition;Customer specific ExhMod global definition
SD_CmbDrv;MO_Egt;SC_EgSigDetn;SF_EgSigDetnSwDsgn;ExhMod_If;Schnittstellenmodul für ExhMod;Interface module for ExhMod
SD_CmbDrv;MO_Egt;SC_EgSigDetn;SF_EgSigDetnSwDsgn;LSU_MuxIfShrModl;Multiplexer-Modul für LSU Software-Sharing Schnittstelle;Multiplexer interface sharing module
SD_CmbDrv;MO_Egt;SC_Afr;SF_AfrSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_CmbDrv;MO_Egt;SC_Afr;SF_AfrSwDsgn;EGTCond_AxispointsCust;Kundenspezifische Stützstellen für EGT;Customer specific axispoints for EGT
SD_CmbDrv;MO_Egt;SC_Afr;SF_AfrSwDsgn;ETCtl_Axispoints;Abgastemperaturregler Stützstellen;Exhaust Gas Temperature Governor Axispoints
SD_CmbDrv;MO_Egt;SC_Afr;SF_AfrSwDsgn;ETCtl_AxispointsCust;Abgastemperaturregler Stützstellen Kunden;Exhaust Gas Temperature Governor Axispoints Customer
SD_CmbDrv;MO_Egt;SC_Afr;SF_AfrSwDsgn;FMO_Axispoints;Definition der Stützstellenanzahl für Kennfelder und Kennlinien des FMO;Definition of number of axis points for maps and curves inside FMO
SD_CmbDrv;MO_Egt;SC_Afr;SF_AfrSwDsgn;T3Lim_Axispoints;Stüzstellen Abgastemperaturbegrenzung;Exhaust gas temperature Limitation Axispoints
SD_CmbDrv;MO_Egt;SC_Afr;SF_AfrSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_CmbDrv;MO_Egt;SC_OxdCat;SF_OxdCatSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_CmbDrv;MO_Egt;SC_OxdCat;SF_OxdCatSwDsgn;OxiCat_Adapt;Oxidationskatalysator Adapter (intern);Oxidation Catalyst Adapter (internal)
SD_CmbDrv;MO_Egt;SC_OxdCat;SF_OxdCatSwDsgn;OxiCat_AxisPoints;Oxidationskatalysator Stützstellen;Oxidation Catalyst Axispoints
SD_CmbDrv;MO_Egt;SC_OxdCat;SF_OxdCatSwDsgn;OxiCat_Ini;OxiCat Initialisierung;OxiCat Initialization
SD_CmbDrv;MO_Egt;SC_Nsc;SF_NscSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_CmbDrv;MO_Egt;SC_Nsc;SF_NscSwDsgn;NSCLd_Axispoints;NOx Speicherkat- Beladung Stützstellen;NOx Storage Catalyst Load Model Axispoints
SD_CmbDrv;MO_Egt;SC_Nsc;SF_NscSwDsgn;NSC_Axispoints;NSC Stützstellen;NSC Axispoints
SD_CmbDrv;MO_Egt;SC_ScrCat;SF_ScrCatSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_CmbDrv;MO_Egt;SC_ScrCat;SF_ScrCatSwDsgn;DStgy_Adpr;Adapter für Dosierstrategie;Adapter for Dosing Strategy
SD_CmbDrv;MO_Egt;SC_ScrCat;SF_ScrCatSwDsgn;SCRCat_AxisPoints;Systemkonstanten und Achsenendefinitionen;System constants and axis definitions
SD_CmbDrv;MO_Egt;SC_ScrCat;SF_ScrCatSwDsgn;SCRCat_CompuCon;Umrechnungsformeln und Konstanten für SCRCat;Computation Methods and Constants for SCRCat
SD_CmbDrv;MO_Egt;SC_ScrCat;SF_ScrCatSwDsgn;SCRCat_If;SCRCat Schnittstellen;SCRCat Interfaces
SD_CmbDrv;MO_Egt;SC_ScrCat;SF_ScrCatSwDsgn;SCRCat_Srv;SCRCat Service Library;Service Library functions for SCRCat
SD_CmbDrv;MO_Egt;SC_ScrCat;SF_ScrCatSwDsgn;SCRCat_Srv2;SCRCat Service Library - Codegenerierter Teil;Service Library functions for SCRCat - Codegenerated Part
SD_CmbDrv;MO_Egt;SC_ScrCat;SF_ScrCatSwDsgn;SCRMod_AxisPoints;Applikation Modell des SCR-Katalysators;Application model of SCR catalyst
SD_CmbDrv;MO_Egt;SC_ScrInj;SF_ScrInjSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_CmbDrv;MO_Egt;SC_Pfil;SF_PfilSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_CmbDrv;MO_Egt;SC_Pfil;SF_PfilSwDsgn;PFlt_Adapt;Partikelfilter-Adapter (intern);Particulate filter adapter (internal)
SD_CmbDrv;MO_Egt;SC_Pfil;SF_PfilSwDsgn;PFlt_Axispoints;Partikelfilter Stützstellen;Particulate Filter Axispoints
SD_CmbDrv;MO_Egt;SC_Pfil;SF_PfilSwDsgn;PFlt_Ini;Partikelfilter Initialisierung;Particulate Filter Initialisation
SD_CmbDrv;MO_Egt;SC_Pfil;SF_PfilSwDsgn;PFlt_InpSel;Bestimmung von Eingangsgrößen zum Betrieb eine Partikelfilters für Ottomotoren;Input selection for Gasoline Particulate Filter
SD_CmbDrv;MO_Egt;SC_HcInj;SF_HcInjSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_CmbDrv;MO_Egt;SC_HcInj;SF_HcInjSwDsgn;DPM_AxisPoints;Stützstellenverteilung für Kohlenwasserstoff Injektionsvorrichtung;Axispoints definition for hydro carbon injection
SD_CmbDrv;MO_Egt;SC_HcInj;SF_HcInjSwDsgn;HCICon;HydroCarbon Injection Execution Control;HydroCarbon Injection Execution Control
SD_CmbDrv;MO_Egt;SC_HcInj;SF_HcInjSwDsgn;HCICtl_AxisPoints;System constants and axis definitions;System constants and axis definitions
SD_CmbDrv;MO_CmbDrvInfra;SC_EngLub;SF_EngLubSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_CmbDrv;MO_CmbDrvInfra;SC_EngLub;SF_EngLubSwDsgn;EngM_Axispoints;Stützstellen für EngM;EngM Axispoints
SD_CmbDrv;MO_CmbDrvInfra;SC_EngLub;SF_EngLubSwDsgn;Lub_AxisPoints;Ölschmierung Stützstellen;Lubrication Axispoints
SD_CmbDrv;MO_CmbDrvInfra;SC_EngFct;SF_EngFctSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_CmbDrv;MO_CmbDrvInfra;SC_EngFct;SF_EngFctSwDsgn;MED2OSTDET;Schnittstellenadapter Abstellzeit;MEDC17-adapter for FG OSTDET
SD_CmbDrv;MO_CmbDrvInfra;SC_EngFct;SF_EngFctSwDsgn;OSTADAP;Schnittstellenadapter Motorabstellzeit;Interface Adapter engine off time
SD_CmbDrv;MO_CmbDrvInfra;SC_EngFct;SF_EngFctSwDsgn;TiEngOff_VdDiag;Diagnose der Uhr zur Berechnung der Abstellzeit;Diagnosis of Clock to determine ENGine-OFF-TIME
SD_CmbDrv;MO_CmbDrvInfra;SC_EngFct;SF_EngFctSwDsgn;TiOff_VdClk;Uhrinformation für Abstellzeitenberechnung;Clockinformation for OffTimes-calculation
SD_CmbDrv;MO_CmbDrvInfra;SC_EngFct;SF_EngFctSwDsgn;TiOff_VdExtClkInfoEvln;Auswertung der externen Uhr für die Auszeitberechnung;Evalutation of external clock information for Off time determination
SD_CmbDrv;MO_CmbDrvInfra;SC_EngPosnMngt;SF_EngPosnMngtSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_CmbDrv;MO_CmbDrvInfra;SC_EngPosnMngt;SF_EngPosnMngtSwDsgn;EpmErr_Trace;Fehlersuche - Verfolgung;Error Tracing
SD_CmbDrv;MO_CmbDrvInfra;SC_EngPosnMngt;SF_EngPosnMngtSwDsgn;EpmHInt_IntGen;Interruptgenerator fuer EPM;interruptgenerator for EPM
SD_CmbDrv;MO_CmbDrvInfra;SC_EngPosnMngt;SF_EngPosnMngtSwDsgn;EpmHwE_Fil;Entprellfilter für Signalflanken von Kurbelwellen- und Nockenwellen-Sensor;Debounce Filter for Signal Edges of Crankshaft and Camshaft Sensor
SD_CmbDrv;MO_CmbDrvInfra;SC_EngPosnMngt;SF_EngPosnMngtSwDsgn;EpmHwe_Ini;Initialisierung der Hardwarekapsel;Hardware encapsulation init
SD_CmbDrv;MO_CmbDrvInfra;SC_EngPosnMngt;SF_EngPosnMngtSwDsgn;EpmHwe_Srv;Service Library;Service Library
SD_CmbDrv;MO_CmbDrvInfra;SC_EngPosnMngt;SF_EngPosnMngtSwDsgn;EpmIf_Imprt;Epm Schnittstellen Import;Epm Interface Import
SD_CmbDrv;MO_CmbDrvInfra;SC_EngPosnMngt;SF_EngPosnMngtSwDsgn;EpmSrv_Lib;EPM Dienstebibliothek;service library for EPM
SD_CmbDrv;MO_CmbDrvInfra;SC_EngPosnMngt;SF_EngPosnMngtSwDsgn;EPM_Conf;EPM Configuration with legacy mechanisms;EPM Configuration with legacy mechanisms
SD_CmbDrv;MO_CmbDrvInfra;SC_EngPosnMngt;SF_EngPosnMngtSwDsgn;Epm_CustAdp;Kundenspezifischer Software Adapter;Customer specific Software Adapter
SD_CmbDrv;MO_CmbDrvInfra;SC_EngPosnMngt;SF_EngPosnMngtSwDsgn;Epm_HE;Leerfunktion Epm_HE;dummy for Epm_HE
SD_CmbDrv;MO_CmbDrvInfra;SC_EngPosnMngt;SF_EngPosnMngtSwDsgn;Epm_SpdCust;Epm_SpdCust nutzen, um Motordrezahlreihe zu berechnen;Epm_SpdCust used to calculate engine speed array
SD_CmbDrv;MO_CmbDrvInfra;SC_EngPosnMngt;SF_EngPosnMngtSwDsgn;TWCor_Axispoints;TWCor Stützstellen;TWCor Axispoints
SD_CmbDrv;MO_CmbDrvInfra;SC_EngPosnMngt;SF_EngPosnMngtSwDsgn;TWCor_GlbDef;TWCor globale Definitionen innerhalb des Pakets;TWCor Global Definitions inside package
SD_CmbDrv;MO_CmbDrvInfra;SC_EngMec;SF_EngMecSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Edrv;MO_EdrvCtrl;SC_EdrvData;SF_EdrvOperDataSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Edrv;MO_EdrvCtrl;SC_EdrvLimn;SF_EdrvLimSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Edrv;MO_EdrvCtrl;SC_EdrvModCoorn;SF_EdrvModCoornSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Edrv;MO_EdrvCtrl;SC_EdrvInfo;SF_EdrvInfoSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Edrv;MO_EdrvCtrl;SC_EdrvTqSp;SF_EdrvTqSpSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Edrv;MO_EdrvCtrl;SC_EdrvTqCtrl;SF_EdrvTqCtrlSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Edrv;MO_EdrvEgyCnvn;SC_EdrvEgyCnvnDcAc;SF_EdrvEgyCnvnDcAcSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Trsm;MO_TrsmIf;SC_DetnDrvrDmd;SF_DetnDrvrDmdSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Trsm;MO_TrsmIf;SC_CoornOperMod;SF_CoornOperModSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Trsm;MO_TrsmIf;SC_DetnDrvgCdn;SF_DetnDrvgCdnSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Trsm;MO_GearSeln;SC_TarRatStgy;SF_TarRatStgySwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Trsm;MO_GearSeln;SC_GearSeln;SF_GearSelnSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Trsm;MO_GearSeln;SC_SetTranChartc;SF_CoornTrsmActrSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Trsm;MO_GearSeln;SC_SetTranChartc;SF_SetTranChartcSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Trsm;MO_CoornTrsmActr;SC_CoornShiftPersOper;SF_CoornShiftPersOperSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Trsm;MO_CoornTrsmActr;SC_GbxTqIntv;SF_GbxTqIntvSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Trsm;MO_CoornTrsmActr;SC_DrvOffTar;SF_DrvOffTarSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Trsm;MO_CoornTrsmActr;SC_GbxTgtn;SF_GbxTgtnSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Trsm;MO_DrvOffElmActtn;SC_DrvOffElmMdl;SF_DrvOffElmMdlSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Trsm;MO_DrvOffElmActtn;SC_SetActTrq;SF_SetActTrqSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Trsm;MO_DrvOffElmActtn;SC_AdpnDrvOffElm;SF_AdpnDrvOffElmSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Trsm;MO_DrvOffElmActtn;SC_CmpDrvOffElm;SF_CmpDrvOffElmSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Trsm;MO_DrvOffElmActtn;SC_CptProtnDrvOffElm;SF_CptProtnDrvOffElmSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Trsm;MO_TrsmActtn;SC_TrsmMdl;SF_TrsmMdlSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Trsm;MO_TrsmActtn;SC_PrkgLock;SF_PrkgLockSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Trsm;MO_TrsmActtn;SC_CtrlShiftCpt;SF_CtrlShiftCptSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Trsm;MO_TrsmActtn;SC_AdpnCmpTrsm;SF_AdpnCmpTrsmSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Trsm;MO_TrsmActtn;SC_CptProtnTrsm;SF_CptProtnTrsmSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Trsm;MO_TrsmMedMngt;SC_LubTrsm;SF_LubTrsmSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Trsm;MO_TrsmMedMngt;SC_CoolgTrsm;SF_CoolgTrsmSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Trsm;MO_TrsmMedMngt;SC_CtrlCdngMedTrsm;SF_CtrlCdngMedTrsmSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Trsm;MO_TrsmMedMngt;SC_MedPTrsm;SF_MedPTrsmSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Trsm;MO_Trsm_Nc;SC_Trsm_Nc;SF_Trsm_NcSwDsgn;;Software Design Elemente wie SW Adapter des System Funktions Cluster SC_Trsm_Nc;Software design elements like SW adapter of system function cluster SC_Trsm_Nc
SD_Trsm;MO_Trsm_Nc;SC_Trsm_Nc;SF_Trsm_NcSwDsgn;PTO_Axispoints;Axis points for PTODev;Axis points for PTODev
SD_Infra;MO_EcuSfty;SC_EcuFctSfty;SF_EcuFctSftySwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Infra;MO_EcuSfty;SC_EcuFctSfty;SF_EcuFctSftySwDsgn;MoExe_Co;Überwachung: Ablaufsteuerung;Monitoring: Execution control
SD_Infra;MO_EcuSfty;SC_EcuFctSfty;SF_EcuFctSftySwDsgn;MoFEscl_Co;Überwachung Funktion: Elektronisches Lenkradschloss;Function Monitoring: Electronic Steering Column Lock
SD_Infra;MO_EcuSfty;SC_EcuFctSfty;SF_EcuFctSftySwDsgn;MoFIn_Co;Funktionsüberwachung: Eingangssignale;Function Monitoring: Input signals
SD_Infra;MO_EcuSfty;SC_EcuFctSfty;SF_EcuFctSftySwDsgn;MoFSrv_Lib;Funktionsüberwachung: Service library;Function Monitoring: Service library
SD_Infra;MO_EcuSfty;SC_EcuFctSfty;SF_EcuFctSftySwDsgn;MoFVehIfc_IfAdp1;Funktionsüberwachung: Schnittstellenadapter 1 MoFVehIfc;Function Monitoring: Interface adapter 1 MoFVehIfc
SD_Infra;MO_EcuSfty;SC_EcuFctSfty;SF_EcuFctSftySwDsgn;MoXFrm_Co;Erweiterte Überwachung: Botschaftskonfiguration;Extended Monitoring: Frame configuration
SD_Infra;MO_EcuSfty;SC_EcuFctSfty;SF_EcuFctSftySwDsgn;Mo_Adap;Erweiterte Überwachung: Schnittstellenadapter;Extended Monitoring: Interface adapter
SD_Infra;MO_EcuSfty;SC_EcuFctSfty;SF_EcuFctSftySwDsgn;Mo_Glbl;Überwachung: Globale Definitionen;Monitoring: Global definitions
SD_Infra;MO_EcuSfty;SC_EcuHwSfty;SF_EcuHwSftySwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Infra;MO_EcuGenFct;SC_EcuCom;SF_EcuComSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_EcuDiagSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Infra;MO_EcuGenFct;SC_EcuSiaProtn;SF_EcuSiaProtnSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Infra;MO_EcuGenFct;SC_EcuOperMngt;SF_EcuOperMngtSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Infra;MO_EcuGenFct;SC_EcuPwrMngt;SF_EcuPwrMngtSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Infra;MO_EcuGenFct;SC_EcuStdCompFct;SF_EcuStdCompFctSwDsgn;;Sammler Softwaredesign abhängiger FCs des SC;Collector of softwaredesign dependant FCs of SC
SD_Infra;MO_EcuGenFct;SC_EcuStdCompFct;SF_EcuStdCompFctSwDsgn;DELib_StdSwt;Single Source Library für digital Eingänge (Schalter);single source library for digital inputs (switches)
SD_Infra;MO_EcuGenFct;SC_EcuStdCompFct;SF_EcuStdCompFctSwDsgn;DELib_StdSwtAxispoints;Stützstellen Standard Digital Eingänge;Axispoints standard digital inputs
SD_Infra;MO_EcuGenFct;SC_EcuStdCompFct;SF_EcuStdCompFctSwDsgn;DevLib_TMon;Temperature Crosscheck Release;Temperature Crosscheck Release
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwDsgn;;Software Design;Software Design
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwDsgn;Bfx;Bfx;Bfx
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwDsgn;Cal;Crypto Abstraction Library;Crypto Abstraction Library
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwDsgn;Efx;Efx;Efx
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwDsgn;Ifl;Ifl;Ifl
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwDsgn;Ifx;Ifx;Ifx
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwDsgn;Mfl_AR;Floating Point Math Routines;Floating Point Math Routines
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwDsgn;Mfx;Mfx;Mfx
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwDsgn;rba_BfxMPCCommon;Bit Handling Routinen für MPC;Bit Handling Routines for MPC
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwDsgn;rba_BfxTCCommon;Bit Handling Routinen für Tricore;Bit Handling Routines for Tricore
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwDsgn;rba_EfxMPCCommon;erweiterte Fixpunkt-Routinen für MPC;Extended Fixed Point Routines for MPC
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwDsgn;rba_EfxMPCCut2;Erweiterte Fixpunkt-Routinen für MPCCut2;Extended Fixed Point Routines for MPCCut2
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwDsgn;rba_EfxTCCommon;erweiterte Fixpunkt-Routinen für Tricore;Extended Fixed Point Routines for Tricore
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwDsgn;rba_IfxMPCCommon;Fixpunkt-Interpolations-Routinen für MPC;Fixed Point Interpolation Routines for MPC
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwDsgn;rba_IfxTC27xx;Fixpunkt-Interpolations-Routinen für TC27xx;Fixed Point Interpolation Routines for TC27xx
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwDsgn;rba_IfxTCCommon;Fixpunkt-Interpolations-Routinen für Tricore;Fixed Point Interpolation Routines for Tricore
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwDsgn;rba_MfxMPCCommon;Mathematische Fixpunkt-Routinen für MPC;Fixed Point Math Routines for MPC
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwDsgn;rba_MfxMPCCut2;Mathematische Fixpunkt-Routinen für MPCCut2;Fixed Point Math Routines for MPCCut2
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwDsgn;rba_MfxTC27xx;Mathematische Fixpunkt-Routinen optimiert für TC27xx;Fixed Point Math Routines optimized for TC27xx
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwDsgn;rba_MfxTCCommon;Mathematische Fixpunkt-Routinen für Tricore;Fixed Point Math Routines for Tricore
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwDsgn;SrvB;Basic Services;Basic Services
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwDsgn;SrvF;Float Services;Float Services
SD_Infra;MO_EcuCoopCust;SC_EcuSwSharing;SF_SwDsgn;SrvX;Extended Services;Extended Services
SD_Infra;MO_EcuGenFct;SC_EcuDevlSuprtFct;IS_EcuCalAcs;;Applikationszugriff auf das Steuergerät;Calibration access on  Electronic Control Unit
SD_Infra;MO_EcuGenFct;SC_EcuDevlSuprtFct;IS_EcuCalAcs;AGI;Schnittstelle Applikations Werkzeug;Interface Calibration Tool
SD_Infra;MO_EcuGenFct;SC_EcuDevlSuprtFct;IS_EcuCalAcs;Ccp;CAN Applikations-Protokoll CCP;CAN Calibration Protocol
SD_Infra;MO_EcuGenFct;SC_EcuDevlSuprtFct;IS_EcuCalAcs;CcpAppl;CAN Calibration Protocol Applikation;CAN Calibration Protocol Application
SD_Infra;MO_EcuGenFct;SC_EcuDevlSuprtFct;IS_EcuCalAcs;rba_CalWup;Calibration Wakeup;Calibration Wakeup
SD_Infra;MO_EcuGenFct;SC_EcuDevlSuprtFct;IS_EcuCalAcs;rba_Distab;Display Tabelle für ETK;Display Table for ETK
SD_Infra;MO_EcuGenFct;SC_EcuDevlSuprtFct;IS_EcuCalAcs;rba_Dme;Dynamische Speicher Emulation;Dynamic Memory Emulation
SD_Infra;MO_EcuGenFct;SC_EcuDevlSuprtFct;IS_EcuCalAcs;rba_Eec;Emulation Extension Chip;Emulation Extension Chip
SD_Infra;MO_EcuGenFct;SC_EcuDevlSuprtFct;IS_EcuCalAcs;rba_Etks;ETKs Erkennung und Treiber;ETKs Detection and Driver
SD_Infra;MO_EcuGenFct;SC_EcuDevlSuprtFct;IS_EcuCalAcs;Xcp;XCP Calibration Protocol;XCP Calibration Protocol
